artist_input,spotify_artist_name,artist_id,id_album,nombre_album,tipo_album,release_year,release_year_norm,decada,url_album,album_image_url,discogs_match_status,discogs_match_score,discogs_genres_norm,discogs_styles_norm,discogs_tags_norm,tags_dominantes,tags_especificos,n_tags,n_tags_dominantes,n_tags_especificos,peso_tags_total,peso_tags_promedio,es_single,es_album,tags_vacios
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,5DBYgBIcS3tgJDrz1au6w6,WELCOME BACK,album,2024.0,0.913,2020,https://open.spotify.com/album/5DBYgBIcS3tgJDrz1au6w6,https://i.scdn.co/image/ab67616d0000b273abe1cfaf41d00065efba529a,exact,100.0,"['hip_hop', 'reggae', 'pop']",['k_pop'],"['hip_hop', 'reggae', 'pop', 'k_pop']","['pop', 'k_pop']","['hip_hop', 'reggae']",4,2,2,301.2521,75.313,0,1,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,1SlMncsYnVpHmPie7KC6HO,CRUSH,album,2014.0,0.4783,2010,https://open.spotify.com/album/1SlMncsYnVpHmPie7KC6HO,https://i.scdn.co/image/ab67616d0000b273afe013b2561b2346198ab6d5,exact,100.0,"['electronic', 'hip_hop', 'pop']","['trap', 'electro_house', 'rnb/swing', 'k_pop']","['electronic', 'hip_hop', 'pop', 'trap', 'electro_house', 'rnb/swing', 'k_pop']","['pop', 'k_pop']","['electronic', 'hip_hop', 'trap', 'electro_house', 'rnb/swing']",7,2,5,304.0156,43.4308,0,1,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,3Cenzci2VpnZbo1S9Ruade,COLLECTION,album,2012.0,0.3913,2010,https://open.spotify.com/album/3Cenzci2VpnZbo1S9Ruade,https://i.scdn.co/image/ab67616d0000b2734a6d5da9e8c6bb38a2e62f6f,exact,100.0,"['electronic', 'pop']","['electro', 'j_pop']","['electronic', 'pop', 'electro', 'j_pop']",['pop'],"['electronic', 'electro', 'j_pop']",4,1,3,43.4219,10.8555,0,1,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,2SNSGfhfcfBLyQDTXMCPXG,To Anyone,album,2010.0,0.3043,2010,https://open.spotify.com/album/2SNSGfhfcfBLyQDTXMCPXG,https://i.scdn.co/image/ab67616d0000b2736f2d10189a41c7345a5a0337,exact,100.0,"['electronic', 'pop']","['electro', 'k_pop']","['electronic', 'pop', 'electro', 'k_pop']","['pop', 'k_pop']","['electronic', 'electro']",4,2,2,38.0717,9.5179,0,1,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,2Jrhvm8rr7ezmLb6OilX9C,Goodbye,single,2017.0,0.6087,2010,https://open.spotify.com/album/2Jrhvm8rr7ezmLb6OilX9C,https://i.scdn.co/image/ab67616d0000b27377df43a2095cd49ed15c998f,exact,100.0,['pop'],"['chanson', 'k_pop']","['pop', 'chanson', 'k_pop']","['pop', 'k_pop']",['chanson'],3,2,1,590.1831,196.7277,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,7zjLDZzHo2XgvYwpuNwEvK,I Am The Best,single,2014.0,0.4783,2010,https://open.spotify.com/album/7zjLDZzHo2XgvYwpuNwEvK,https://i.scdn.co/image/ab67616d0000b2734604557c623036ed5dc702b2,exact,100.0,"['electronic', 'pop']","['electro', 'k_pop']","['electronic', 'pop', 'electro', 'k_pop']","['pop', 'k_pop']","['electronic', 'electro']",4,2,2,38.0717,9.5179,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,6oWTNnwi022Ujk14ZqkFgp,Missing You,single,2013.0,0.4348,2010,https://open.spotify.com/album/6oWTNnwi022Ujk14ZqkFgp,https://i.scdn.co/image/ab67616d0000b27331ade69f0504cc7a346b0e92,exact,100.0,['pop'],"['ballad', 'k_pop']","['pop', 'ballad', 'k_pop']","['pop', 'k_pop']",['ballad'],3,2,1,21.4618,7.1539,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,3ofiarxWhnL1RC5e1rUXQ1,Do You Love Me,single,2013.0,0.4348,2010,https://open.spotify.com/album/3ofiarxWhnL1RC5e1rUXQ1,https://i.scdn.co/image/ab67616d0000b27371e158ec88a732514f541377,exact,100.0,"['electronic', 'pop']","['j_pop', 'electro']","['electronic', 'pop', 'j_pop', 'electro']",['pop'],"['electronic', 'j_pop', 'electro']",4,1,3,43.4219,10.8555,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,5qleO7H9bcv7NSdrFwUO6v,Falling In Love,single,2013.0,0.4348,2010,https://open.spotify.com/album/5qleO7H9bcv7NSdrFwUO6v,https://i.scdn.co/image/ab67616d0000b2739ebe6f0ab7558d005fce3e8a,exact,100.0,"['hip_hop', 'pop']","['pop_rap', 'k_pop']","['hip_hop', 'pop', 'pop_rap', 'k_pop']","['pop', 'k_pop']","['hip_hop', 'pop_rap']",4,2,2,21.2521,5.313,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,5O97HxWI6WoqMqVYbXe9qg,I Love You,single,2012.0,0.3913,2010,https://open.spotify.com/album/5O97HxWI6WoqMqVYbXe9qg,https://i.scdn.co/image/ab67616d0000b273c2091a2dcf37b791a64469c2,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,4Xelcl21FrhHC7c4p3pMxj,I LOVE YOU,single,2012.0,0.3913,2010,https://open.spotify.com/album/4Xelcl21FrhHC7c4p3pMxj,https://i.scdn.co/image/ab67616d0000b273fc9eac01760995b895539f0e,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,0AF1M0TcCpY8Ke088M8R0Q,SCREAM,single,2012.0,0.3913,2010,https://open.spotify.com/album/0AF1M0TcCpY8Ke088M8R0Q,https://i.scdn.co/image/ab67616d0000b273f29d7c598c5f92f3ec26b311,exact,100.0,"['electronic', 'pop']","['j_pop', 'electro']","['electronic', 'pop', 'j_pop', 'electro']",['pop'],"['electronic', 'j_pop', 'electro']",4,1,3,43.4219,10.8555,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,4Vj9QsqAD7edm1SQGEeF2g,GO AWAY,single,2011.0,0.3478,2010,https://open.spotify.com/album/4Vj9QsqAD7edm1SQGEeF2g,https://i.scdn.co/image/ab67616d0000b273d57686b180104ebe091a77bd,exact,100.0,"['rock', 'pop']",['j_pop'],"['rock', 'pop', 'j_pop']",['pop'],"['rock', 'j_pop']",3,1,2,28.1649,9.3883,1,0,False
2NE1,2NE1,1l0mKo96Jh9HVYONcRl3Yp,0zWLbtlKLJINtIiqnSXqag,2NE1 2nd Mini Album,single,2011.0,0.3478,2010,https://open.spotify.com/album/0zWLbtlKLJINtIiqnSXqag,https://i.scdn.co/image/ab67616d0000b2738c5adb1edcec48ef080c5060,exact,91.38,"['electronic', 'hip_hop', 'pop']","['electro', 'hip_hop', 'pop_rap', 'k_pop']","['electronic', 'hip_hop', 'pop', 'electro', 'pop_rap', 'k_pop']","['pop', 'k_pop']","['electronic', 'hip_hop', 'electro', 'pop_rap']",6,2,4,57.1407,9.5234,1,0,False
Girls' Generation,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,5qFec1Z5GtW5wbUsaCRsWg,2011 Girls' Generation Tour,album,2013.0,0.4348,2010,https://open.spotify.com/album/5qFec1Z5GtW5wbUsaCRsWg,https://i.scdn.co/image/ab67616d0000b273db0c30d57f2ea2d680b30160,fuzzy,78.64,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
Girls' Generation,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,4vGkZl9P0sKxupLdJE7ndS,The Boys - The 3rd Album,album,2011.0,0.3478,2010,https://open.spotify.com/album/4vGkZl9P0sKxupLdJE7ndS,https://i.scdn.co/image/ab67616d0000b27361d7b9988c77826dfb1db1b3,exact,82.64,"['electronic', 'pop']","['dance_pop', 'k_pop']","['electronic', 'pop', 'dance_pop', 'k_pop']","['pop', 'k_pop']","['electronic', 'dance_pop']",4,2,2,18.2186,4.5547,0,1,False
Girls' Generation,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,2U1BPwhkzHt05OFugiSB3g,Girls' Generation,album,2007.0,0.1739,2000,https://open.spotify.com/album/2U1BPwhkzHt05OFugiSB3g,https://i.scdn.co/image/ab67616d0000b2731111b7562b4b46870d27f98b,exact,100.0,"['electronic', 'pop']","['dance_pop', 'k_pop', 'bubblegum']","['electronic', 'pop', 'dance_pop', 'k_pop', 'bubblegum']","['pop', 'k_pop']","['electronic', 'dance_pop', 'bubblegum']",5,2,3,148.8853,29.7771,0,1,False
Girls' Generation,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,6EmLwnyjJRVgNOmOUpVhzz,Into the New World,single,2007.0,0.1739,2000,https://open.spotify.com/album/6EmLwnyjJRVgNOmOUpVhzz,https://i.scdn.co/image/ab67616d0000b273c1424c81a4a89cf51587aa18,exact,89.2,"['electronic', 'pop']","['europop', 'ballad', 'dance_pop', 'k_pop']","['electronic', 'pop', 'europop', 'ballad', 'dance_pop', 'k_pop']","['pop', 'k_pop']","['electronic', 'europop', 'ballad', 'dance_pop']",6,2,4,625.4973,104.2495,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,3JZJEeWr3LShx36FYbMc5E,HARD - The 8th Album,album,2023.0,0.8696,2020,https://open.spotify.com/album/3JZJEeWr3LShx36FYbMc5E,https://i.scdn.co/image/ab67616d0000b27386fe9fe6eaab4083b32adf9f,fuzzy,76.36,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,4hyhyzEkMEsaSHzkuMn4Ds,Atlantis - The 7th Album Repackage,album,2021.0,0.7826,2020,https://open.spotify.com/album/4hyhyzEkMEsaSHzkuMn4Ds,https://i.scdn.co/image/ab67616d0000b273e710984b2c4b88f609f6a218,exact,100.0,"['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'pop']","['k_pop', 'contemporary_r&b']","['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'pop', 'k_pop', 'contemporary_r&b']","['pop', 'k_pop']","['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'contemporary_r&b']",7,2,5,337.347,48.1924,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,6bfcHf3khPey88qjiiw8V3,Don't Call Me - The 7th Album,album,2021.0,0.7826,2020,https://open.spotify.com/album/6bfcHf3khPey88qjiiw8V3,https://i.scdn.co/image/ab67616d0000b2732eafb1407218dca0cb8d91b8,exact,100.0,"['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'pop']","['k_pop', 'contemporary_r&b']","['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'pop', 'k_pop', 'contemporary_r&b']","['pop', 'k_pop']","['electronic', 'hip_hop', 'reggae', 'funk_/_soul', 'contemporary_r&b']",7,2,5,337.347,48.1924,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,4nWTcWRvHqORFkFlAqM06W,FIVE,album,2017.0,0.6087,2010,https://open.spotify.com/album/4nWTcWRvHqORFkFlAqM06W,https://i.scdn.co/image/ab67616d0000b273f03b31b95657e80f62810c63,exact,100.0,"['funk_/_soul', 'pop']","['j_pop', 'ballad', 'contemporary_r&b']","['funk_/_soul', 'pop', 'j_pop', 'ballad', 'contemporary_r&b']",['pop'],"['funk_/_soul', 'j_pop', 'ballad', 'contemporary_r&b']",5,1,4,57.9657,11.5931,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,338vvTwJS84l4D6chpx0yl,I’m Your Boy,album,2014.0,0.4783,2010,https://open.spotify.com/album/338vvTwJS84l4D6chpx0yl,https://i.scdn.co/image/ab67616d0000b2730e7e978824f0f04ce69295f8,exact,100.0,"['electronic', 'pop']","['ballad', 'j_pop', 'electro_house']","['electronic', 'pop', 'ballad', 'j_pop', 'electro_house']",['pop'],"['electronic', 'ballad', 'j_pop', 'electro_house']",5,1,4,149.3532,29.8706,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,0nJLidbrZIIIpdHDSOAIj6,Boys Meet U,album,2013.0,0.4348,2010,https://open.spotify.com/album/0nJLidbrZIIIpdHDSOAIj6,https://i.scdn.co/image/ab67616d0000b27366918e4e2c7c73bd50d59ab5,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,2Mfisiv88pNRQNugqrEUHQ,Sherlock - The 4th Mini Album,album,2012.0,0.3913,2010,https://open.spotify.com/album/2Mfisiv88pNRQNugqrEUHQ,https://i.scdn.co/image/ab67616d0000b27343028ae4eeabf8c854a93cab,exact,80.57,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,0BVmoKMWV6JGcAETzL5tKe,THE FIRST,album,2011.0,0.3478,2010,https://open.spotify.com/album/0BVmoKMWV6JGcAETzL5tKe,https://i.scdn.co/image/ab67616d0000b273f753d1ad0cc1540d5d11f607,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,0,1,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,2LZxRgMfF9TFX3gg9Cr3uo,The Story of Light' EP.3 - The 6th Album,single,2018.0,0.6522,2010,https://open.spotify.com/album/2LZxRgMfF9TFX3gg9Cr3uo,https://i.scdn.co/image/ab67616d0000b27377f043131a749fdbc3d91963,exact,88.0,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,6pWZHPdWqMye9xm5IQyr2Z,The Story of Light' EP.2 - The 6th Album,single,2018.0,0.6522,2010,https://open.spotify.com/album/6pWZHPdWqMye9xm5IQyr2Z,https://i.scdn.co/image/ab67616d0000b2735fb9eaa901c8ff49b978737f,exact,88.0,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,5XwIkFj2HovD5gR8FNlVhG,The Story of Light' EP.1 - The 6th Album,single,2018.0,0.6522,2010,https://open.spotify.com/album/5XwIkFj2HovD5gR8FNlVhG,https://i.scdn.co/image/ab67616d0000b273744386e221846ca44b32a99a,exact,89.5,['pop'],['k_pop'],"['pop', 'k_pop']","['pop', 'k_pop']",[],2,2,0,2.1831,1.0916,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,5Bo8SasLvHLQEv8RZ7kmnu,From Now On,single,2018.0,0.6522,2010,https://open.spotify.com/album/5Bo8SasLvHLQEv8RZ7kmnu,https://i.scdn.co/image/ab67616d0000b273057066c1e92161868651ef45,exact,100.0,"['electronic', 'funk_/_soul', 'pop']","['j_pop', 'ballad', 'contemporary_r&b', 'dance_pop', 'electro_house']","['electronic', 'funk_/_soul', 'pop', 'j_pop', 'ballad', 'contemporary_r&b', 'dance_pop', 'electro_house']",['pop'],"['electronic', 'funk_/_soul', 'j_pop', 'ballad', 'contemporary_r&b', 'dance_pop', 'electro_house']",8,1,7,191.6012,23.9502,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,71DGYF76sGqB4rgmdgvMhN,Winter Wonderland,single,2016.0,0.5652,2010,https://open.spotify.com/album/71DGYF76sGqB4rgmdgvMhN,https://i.scdn.co/image/ab67616d0000b27360613c572d4a8f9e0991cd5e,exact,100.0,['pop'],['ballad'],"['pop', 'ballad']",['pop'],['ballad'],2,1,1,20.2787,10.1394,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,5x5eUB53xFlDCIz6F5bGSP,君のせいで,single,2016.0,0.5652,2010,https://open.spotify.com/album/5x5eUB53xFlDCIz6F5bGSP,https://i.scdn.co/image/ab67616d0000b273807d1bb040f5b1dbea14f68d,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,3BaQK2qZcRnSqa2do4gazn,Sing Your Song,single,2015.0,0.5217,2010,https://open.spotify.com/album/3BaQK2qZcRnSqa2do4gazn,https://i.scdn.co/image/ab67616d0000b273b0c57764012b2e9094e696fa,exact,100.0,"['funk_/_soul', 'blues', 'pop']","['rhythm_&_blues', 'swingbeat', 'j_pop']","['funk_/_soul', 'blues', 'pop', 'rhythm_&_blues', 'swingbeat', 'j_pop']",['pop'],"['funk_/_soul', 'blues', 'rhythm_&_blues', 'swingbeat', 'j_pop']",6,1,5,2473.2133,412.2022,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,1McoLhaOMSw3h3bpETsIWR,Your Number,single,2015.0,0.5217,2010,https://open.spotify.com/album/1McoLhaOMSw3h3bpETsIWR,https://i.scdn.co/image/ab67616d0000b2737a38f370ee2050cf4dd9fea1,exact,100.0,"['funk_/_soul', 'pop']","['ballad', 'contemporary_r&b']","['funk_/_soul', 'pop', 'ballad', 'contemporary_r&b']",['pop'],"['funk_/_soul', 'ballad', 'contemporary_r&b']",4,1,3,51.4324,12.8581,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,536KjTMpxy6NaHISLyex9J,Downtown Baby,single,2014.0,0.4783,2010,https://open.spotify.com/album/536KjTMpxy6NaHISLyex9J,https://i.scdn.co/image/ab67616d0000b2734130254767a4a1dae0af10a3,fuzzy,69.4,"['electronic', 'pop']","['ballad', 'j_pop', 'electro_house']","['electronic', 'pop', 'ballad', 'j_pop', 'electro_house']",['pop'],"['electronic', 'ballad', 'j_pop', 'electro_house']",5,1,4,149.3532,29.8706,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,1bbJlxnSVKXrfFl0QvtA4O,LUCKY STAR,single,2014.0,0.4783,2010,https://open.spotify.com/album/1bbJlxnSVKXrfFl0QvtA4O,https://i.scdn.co/image/ab67616d0000b2738c0611999773037a44685731,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,3B4HY6VOBMNke8SAmzusaq,3 2 1,single,2013.0,0.4348,2010,https://open.spotify.com/album/3B4HY6VOBMNke8SAmzusaq,https://i.scdn.co/image/ab67616d0000b27376903653bed6f741389a4d48,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,0DPGERIQqXguURpTG1f1gS,Everybody (Japanese ver.),single,2013.0,0.4348,2010,https://open.spotify.com/album/0DPGERIQqXguURpTG1f1gS,https://i.scdn.co/image/ab67616d0000b2731d351c5b1eb148d37ad84090,fuzzy,66.67,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,2Sey2MIfTKAJsjZYMWspwI,Boys Meet U,single,2013.0,0.4348,2010,https://open.spotify.com/album/2Sey2MIfTKAJsjZYMWspwI,https://i.scdn.co/image/ab67616d0000b273e33970ca309f554fed96fb4f,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,2tUoxDnjOs7GIpEVY6YbXi,Fire,single,2013.0,0.4348,2010,https://open.spotify.com/album/2tUoxDnjOs7GIpEVY6YbXi,https://i.scdn.co/image/ab67616d0000b2735e36b8156e8a3fd2fdd82ee0,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,12gZLO0aGa2NNxyL2hbYlQ,1000年、ずっとそばにいて…,single,2012.0,0.3913,2010,https://open.spotify.com/album/12gZLO0aGa2NNxyL2hbYlQ,https://i.scdn.co/image/ab67616d0000b2734c48e3f58e24a08b4a1da6ea,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
SHINee,SHINee,2hRQKC0gqlZGPrmUKbcchR,6do5OfHnxOegci1vpQv3Af,Dazzling Girl,single,2012.0,0.3913,2010,https://open.spotify.com/album/6do5OfHnxOegci1vpQv3Af,https://i.scdn.co/image/ab67616d0000b2735ea5989c86537d6f46eb62f1,exact,100.0,['pop'],['j_pop'],"['pop', 'j_pop']",['pop'],['j_pop'],2,1,1,7.5333,3.7666,1,0,False
